"@title","ไทย"
"#02112","W-Will you let me off the hook if I give you this slice of cake?"
"#02113","Win or lose, that was still a pretty sweet battle. We gotta do this again sometime!"
"#02114","I-I've got a cold today, that's the only reason I lost!"
,"Party's over!"
"#02115","Waaah! I was going to immortalize my victory in a self-published manga..."
"#02116","I think it's time for me to rethink my career options..."
"#02117","You're the first one to ever survive my special attack. ...Actually, this is the first time I've ever used it!"
"#02118","Not bad. But the way I see it, I only lost to myself, not you!"
"#02119","I was thinking about the New Years party so much I couldn't concentrate on the fight!"
"#02120","Well done, Grasshopper. I have nothing more to teach you."
,"KABOOM!"
"#02121","I'm coming apart at the seams! I'll be back once I experiment with some different materials."
"#02122","I may have lost, but I still got to discharge all that excess energy. That's a win in my books!"
,"Aw, boo!"
"#02123","Oww... I'd better go grab some medicine from Pumpkin Products."
"#02124","At least this'll give me a chance to find a new fried chicken joint. So thanks for that!"
"#02125","It's no good, I'm at my limit... But I did my best, and that's got to be worth something."
,"Farewell, until we meet again!"
"#02126","Howdy! I hear you defeated the dread monster <0>."
,"That's great! Thanks to you, we're one step closer to a safe, peaceful kingdom."
,"Take this as a token of my gratitude."
"#02127","Items that adventurers find outside of town will be sent to the warehouse."
,"Items in the warehouse can be <pic=indicate0>given to adventurers or used to upgrade facilities."
,"Remember to make the most of your items."
"#02128","Nice to meet you."
,"I'm a monster from the area. I thought I'd come and attack your town."
,"I'm sure we'll be seeing a lot of each other in future skirmishes. Well, bye!"
"#02129","Hello there."
,"I smelled some tasty townspeople in the area, so I decided to stop by."
,"I can't wait to find out how strong your adventurers are."
"#02130","Hi, how's it going?"
,"Sure is a lot going on here lately. Thought I'd come take a look."
,"Nice town you got here. In fact, I think I'll make it mine... You'll be seeing a lot of me!"
"#02131","Good day. Lovely weather we're having."
,"I've heard this area gets lots of sunshine."
,"Hmm... Those buildings are in the way! I'm going to knock them down!"
"#02132","Hateful humans!"
,"You and I have unfinished business to take care of."
,"I hate this lively town! I'm going to drag you all back to the underworld with me!"
"#02133","Bwahaha!"
,"I'm undefeated in the monster world. Think any of you humans can stand up to me?!"
,"Awright, show me what you got! Come at me! Hahahaaa!"
"#02134","Hm?"
,"I was digging through the ground when I happened upon this town."
,"I won't stand for anyone getting in the way of my digging!"
"#02135","Vrrr... Wsssh, ka-chak!"
,"After receiving a notification that my friends were defeated, I just had to come!"
,"I'll bet you can't defeat someone with an ion-powered high-tech body like mine."
"#02136","Hello."
,"I've gotta say, this is a great town. Nice scenery, friendly neighbors, dungeons right nearby..."
,"I'd love to explore those dungeons some more. Could you find me a place to live?"
"#02137","Hello."
,"The soil around here is so nice and loamy. Perfect for growing crops!"
,"I've always wanted to try farming for myself. Now all I need is my own house!"
"#02138","Hello."
,"I just love this town. There are so many wonderful shops!"
,"Can you make me a wonderful house to go with them?"
"#02139","Hello."
,"I love the air here; it's so nice and clean. It reminds me of home."
,"I bet it'd be a ton of fun living here. Please build me a place to live!"
"#02140","Hey there."
,"There's something about this town that really speaks to me."
,"If you could find me a place to live around here, that'd be just swell!"
"#02141","Hello."
,"It's amazing just how many different monsters live in this region."
,"I could learn so much about them if I moved here. What do you say?"
"#02142","Hello."
,"The people of this town are so kind. I've really enjoyed myself."
,"I'd love to be able to live here. Could you build me a house, by any chance?"
"#02143","Hello."
,"I heard a rumor you can pick up tons of rare items around here."
,"I'd like to make this my base of operations. Can you help me out by building me a house?"
"#02144","Hello."
,"My study of magic has been going wonderfully here. I think this town is a perfect fit for me."
,"I'd love to keep practicing my spells here, if you could build me a house."
"#02145","Hello there!"
,"It's fascinating just how much I can learn from watching adventurers in this town..."
,"That's why I've decided to live here. Will you build me a house?"
"#02146","Hello."
,"What an amazing town. I've never seen a spot with so many fearsome foes nearby."
,"If I train here, I'm sure to become a famous adventurer. I just need a house to make my base of operations."
"#02147","Hello."
,"I love the air here; it's so nice and clean. It reminds me of home."
,"I know this is sudden, but can you build me a place to live?"
"#02148","Hello."
,"I've fallen in love with this town. It's perfect for training!"
,"This is the place for me. I'd appreciate it if you could build me a house."
"#02149","Hello."
,"This town is the best! The stores stock equipment I've never even seen before!"
,"If you'll only build me a house, I'd love to move in as soon as possible!"
"#02150","Hello."
,"There's something different about this place. It's just full of surprises!"
,"Please build me a house. I want to move in right away."
"#02151","Hey there."
,"There's something about this town that really speaks to me."
,"Any chance you could make room for a new resident like me?"
"#02152","Hey, how's it going?"
,"This is just about the most stylish little town I've ever visited."
,"If you build me a house, I promise to actually work hard for once. What do you say?"
"#02153","Hello."
,"I used to fight monsters in a place a lot like this."
,"I'd be happy to do the same here, if you give me a place to live. Do we have a deal?"
"#02154","Hi, are you the one in charge here?"
,"I just started adventuring, and I can't wait to try out a whole bunch of quests!"
,"I should probably have some place to stay in my downtime, right? Can you help me out with that?"
"#02155","Hello."
,"This town is fantastic. Everything is of the highest quality."
,"If you could build me a house, I'd be happy to move in."
"#02156","Hello."
,"What a charming town you have here! It's got everything an adventurer could ever need."
,"Looks like the perfect place to spend my golden years, if you know what I mean. Got any vacancies?"
"#02157","Hey hey, what's up?"
,"I finally found the town that's perfect for me. Right here!"
,"Just give me a place to live, and I'll become world champ in no time at all!"
"#02158","Hello."
,"I used to fight monsters in a place a lot like this."
,"I'd be happy to do the same here, if you give me a place to live. Do we have a deal?"
"#02159","Hello."
,"There are so many interesting people living in this town. It's a real hoot!"
,"I bet I'd never get bored if I moved here, too. Can you help me out?"
"#02160","Ruff, ruff!"
,"It's always been my dream to live surrounded by nature, woof!"
,"Give me a place to live here, and I'll be loyal to you forevermore."
"#02161","Hello."
,"Lively towns like this are just right for me."
,"I can't wait to start making the most of everyday life here. Can you build a house for me?"
"#02162","Hello."
,"This town is something else. I've never seen so many fresh ingredients!"
,"I'd love to have a place of my own here. Make sure it has a big kitchen!"
"#02163","Hello."
,"You can pick up practically any equipment or item you can think of here. That's so neat."
,"If I lived here, I'd have the first shot at all the rarest items. Do you have any spare houses?"
"#02164","Hello."
,"This town's got everything I could ask for to help hone my skills."
,"I beg of you, build me a house so I can stay here and train full time!"
"#02165","Hello there!"
,"The soil around here is so nice and loamy. Perfect for growing crops!"
,"I've always wanted to try farming for myself. Now all I need is my own house!"
"#02166","Greetings!"
,"I love the air here; it's so nice and clean. It reminds me of home."
,"I bet it'd be a ton of fun living here. Please build me a place to live!"
"#02167","Greetings!"
,"This town has some of the biggest, ripest bananas I've ever eaten."
,"I wouldn't mind living here, if you have space for me. Let me know."
"#02168","Hello."
,"I heard this town is a little short on adventurers. That's a gap in the market I'm willing to fill!"
,"I'll make a lot more progress if I have a place to stay close by, though. Think you can help me with that?"
"#02169","Hello."
,"When I'm not out fighting, I like to shop in town and go to cafes."
,"I'd like to stay here for a long time, so would you consider building me a house?"
"#02170","Hello."
,"I'd heard there were a lot of dungeons around here, but this is even better than I imagined."
,"I'd love to explore those dungeons some more. Could you find me a place to live?"
"#02171","Good to meet you."
,"I used to fight monsters in a place a lot like this."
,"I'd be happy to do the same here, if you give me a place to live. Do we have a deal?"
"#02172","Hey, what's up?"
,"Seriously, I am loving the facilities you've got here in this town."
,"Think there's room for one more adventurer in the neighborhood?"
"#02173","Hello."
,"I like this town even more than I like the beach. And the gems you can dig up, ooh la la!"
,"Please tell me you have a free house or two around here. I can't wait to move in!"
"#02174","Hello there!"
,"I think this town can really bring out my hidden talents."
,"Build me a place to live, and I guarantee I'll start getting results within a couple of weeks!"
"#02175","Greetings!"
,"The climate here is so...pleasantly chilly. It's a nice change from what I'm used to."
,"I think this could be a good place to build my summer home."
"#02176","Hello."
,"It's amazing just how many different monsters live in this region."
,"I could learn so much if I moved close by. Can you do me a favor and find me a place to live?"
"#02177","Greetings!"
,"The days I spend in this town are so thrilling! It's nothing like my stuffy old life back in the castle."
,"I'd really appreciate it if you could build me a vacation home here."
"#02178","Hey there."
,"It's fascinating just how much I can learn from watching adventurers in this town..."
,"That's why I've decided to live here. Will you build me a house?"
"#02179","Hi, good to see ya!"
,"It's always been my dream to live surrounded by nature and live off the land."
,"I don't want to come on too strong, but this just might be my dream town. You got any houses going spare?"
"#02180","Hello."
,"This town is something else. I've never seen so many fresh ingredients!"
,"I'd love to have a place of my own here. With a nice, fancy kitchen, of course!"
"#02181","Good day to you."
,"With all the facilities you've got in this town, there's always something new to discover."
,"Think there's room for one more adventurer here? Let me know if you find a good house."
"#02182","Hello."
,"What an amazing town. I've never seen a spot with so many fearsome foes nearby."
,"I could really make my name as an adventurer. Can you build me a house so I can get started?"
"#02183","Hello."
,"People in this town really know how to live."
,"I can see myself living a long and happy life here. Can you build me a house so I can move in?"
"#02184","Hello there!"
,"I've decided. This is the place that will help me bring out my full potential!"
,"But what's a rising star without a place to live? Hook me up with a house, will ya?"
"#02185","Heheheh..."
,"Finally, a real challenge. This is just the place I've been looking for."
,"If I lived here, I'd be fighting monsters by now! How soon can I move in?"
"#02186","Ohoho!"
,"I simply adore visiting this quaint little town. So different from life in the castle."
,"I'd like to have a vacation home here. Surely you can make room for me?"
"#02187","Yeeeah!"
,"This town's awesome! Ain't no way I'll ever get bored of it here!"
,"I'm gonna need a place to crash eventually, though. You got any vacant houses to spare?"
"#02188","Good day to you."
,"I think I may have finally found the place where I belong."
,"I wish for you to build me a house so I can live here in peace for the rest of my days."
"#02189","These are your facility sales for the last month."
"#02190","This is the number of facilities in town."
"#02191","This is the number of adventurers living in <0>."
"#02192","You need to build the specified facilities in town."
"#02193","This is the number of quests you've cleared."
"#02194","This is the town's Popularity."
,"Raise it by building facilities and satisfying adventurers."
"#02195","This is the number of events you've held."
"#02196","Hello there."
,"The monster community around here was thriving, until you came along."
,"I'm stronger now than I was in the last game. You won't beat me this time!"
"#02197","Hey there."
,"It's so warm and sunny today, I decided to pop out of my nest for once."
,"Now here you are, in my way. That's bad news...for you!"
"#02198","...Hi."
,"I've got so much work to do today. I'm really starting to feel the strain."
,"I'd better defeat you fast so I can get back to preparing the minutes for my next meeting!"
"#02199","Hello there."
,"My back's really itchy... Think you can scratch it for me?"
,"Ooh, yeah, right there... Aha! You fell into my trap!"
"#02200","Hi, how are ya? Lovely weather we're having."
,"I hate to sweat, but I like the heat, let me tell ya. ...What? My tail's showing?"
,"Why didn't you tell me sooner? Raaargh!"
"#02201","Hello there."
,"Thank you for defeating my son. It'll be a good character-building experience for him."
,"I still have to get revenge for him, though!"
"#02202","Hewwo. I'm four yeaws old. Are you the one what beat up my daddy?"
,"Mommy sent me to do an errand all on my own today."
,"All I haveta do is beat you up real good!"
"#02203","Hello there."
,"Have you seen any bananas around here? *sigh* I guess I'll have to go pick some more."
,"But first, I'll beat you to a pulp!"
"#02204","Oh, hi!"
,"I've run clean out of leaves, but I heard this is a great place to get more."
,"What? No leaves?! In that case, I'll just have to crush you to take out my frustration!"
,"Graaargh!"
"#02205","Hello there."
,"It's been so long since I last terrorized some humans."
,"Can't let my skills or my stinger get rusty, y'know? Prepare yourself!"
"#02206","Hello there."
,"Plenty of mushroom monsters agree I'm a fun guy, but they don't realize I can be strong, too."
,"Once I defeat you, no one will be able to deny my power. Hahahaaa!"
"#02207","Hello there."
,"Back in the day, my dad was a movie star. He shot a ton of pictures right here."
,"This land is mine by right! I won't let you steal it!"
"#02208","Zzz... Mm? Oh, hello..."
,"To be honest, I don't care that you defeated my brothers all that much..."
,"But you're going to pay for disturbing my nap! Raaargh!"
"#02209","Hi, how's it going?"
,"I am the superstar of the turtle world. Don't be fooled - I may look heavy, but I'm fast as lighting."
,"My fancy footwork will leave you in the dust!"
"#02210","Yowch, I spent too long in the sun... I'm peeling..."
,"Whoa! How long have you guys been there?"
,"...Now that you know my secret, I can't let you live to tell the tale!"
"#02211","Hello."
,"Impressive. You managed to avoid slipping on all my banana peels."
,"Now let's see if you're good enough to take down the top banana himself - me!"
"#02212","Hey, hey. Hot stuff, coming through."
,"Anytime I hop into a bath, it turns into a sauna, just like that!"
,"Think you can beat me? Well, if you play with fire, you're gonna get burned!"
"#02213","Hello there."
,"You caught me right in the middle of my banana break. I didn't think I'd be up so soon."
,"I know I'm cute, but I'm strong, too. You don't stand a chance! Teehee."
"#02214","Hello. I've been hearing a lot about your town."
,"I figured I ought to come teach you who's boss before you get too carried away."
,"Don't get cocky just because you beat my brothers. I'm the one who'll win this battle!"
"#02215","Hello there."
,"Would you like some shaved ice? It's pure and refreshing."
,"...And once you get brain freeze, you'll be powerless against me! Haha!"
"#02216","Hello there."
,"Hey, where'd you get those shoes? I can never find any in my size."
,"Guess I'll just destroy you and try them on to see if they fit!"
"#02217","Hello."
,"Say, can you help me out? I think I've got something in my third eye..."
,"Look closer, closer... Ha! Now you're mine!"
"#02218","Hello. Cold out today, isn't it?"
,"I've got a blazing fire right inside me, you know. Hop in, I'll keep you warm."
,"And once I get you inside, I'll never let you leave!"
"#02219","Hello there."
,"Allow me to explain what makes my icy body so special. It all starts with pure mineral water running down from the mountains..."
,"Hey, are you listening? Maybe you'd prefer a more practical demonstration!"
"#02220","Hey. I'm, like, here. I guess."
,"I had to cancel my date tonight to come get revenge for my little brother, you know."
,"If my boyfriend breaks up with me, I'm blaming you!"
"#02221","Hello there."
,"Do you realize building a town here is illegal?"
,"I'll chase you out of here with the magic I learned in my correspondence course!"
"#02222","Hello there."
,"Nobody wants to feed me anymore since I started charging for my services."
,"I'm so hungry... And you look mighty tasty..."
,"I can't hold back anymore! I need to eat!"
"#02223","Hello there."
,"I can't get enough of anything that smells sweet. The scent just drives me wild!"
,"You wouldn't mind if I sniffed you a little, would you? I promise I won't get too rough...!"
"#02224","Hello."
,"I attached all this cake to myself so I'd never have to go hungry. Smart, right?"
,"Now I'll turn YOU into cake and chow down!"
"#02225","Hey. Am I glad to see you."
,"I just baked a fresh batch of cookies. They've got seven types of sugar in 'em. Try some!"
,"You don't want any...? Not even a little bite? Fine, then I'll just take a bite out of you!"
"#02226","Aha, found you!"
,"You're the ones who've been bullying my precious children, aren't you?"
,"Well, I'm here to give you a spanking and put you in time out!"
"#02227","Hello there."
,"I don't mean to brag, but people say my artistic skills are starting to get really good."
,"After I defeat you, I'll use you as my own personal canvas!"
"#02228","Hello there."
,"Heheh... I melt into the shadows, silent, invisible to all..."
,"And then, without warning, I strike! Hiyah!"
"#02229","So, you're the wise guys who've been steppin' on my turf, huh?"
,"You might think you're hot stuff, but you ain't got no respect with me. Draw your sword!"
,"Let's agree to take a break if I start falling apart, okay?"
"#02230","Hello. Nice seeing you here!"
,"Let's get down to business. I'm about to give you a painful lesson in fashion sense."
,"My pants are stylish, comfortable, superior! There's no way I'll lose while I'm wearing these!"
"#02231","Hello there."
,"Let me tell you, I'm no ordinary fox."
,"Hold onto your hat, because I'm...a fox who likes noodles! What a shocker, am I right?"
"#02232","Whirr... Clank!"
,"Generating battle analysis... It appears the other monsters have been too soft on you."
,"I will not make that mistake. My AI will calculate the optimum battle strategy to defeat you, beep!"
"#02233","Did you hear? It's gonna rain in the Underworld for the first time in 10 years!"
,"And here's me thinking I could save money by replacing my bandages with toilet paper."
,"I'm gonna get soaked and fall to pieces! I'd better defeat you while I still have the chance!"
"#02234","Hello there."
,"You couldn't have come at a better time. I've got all this electricity running through me and nothing to do with it."
,"Giving you young folks a couple o' shocks should do the trick. Bzzzt!"
"#02235","Oh, hi there!"
,"My pal over at Pumpkin Products hooked me up with some new items."
,"With gear this good, there's no way I'll lose this battle. Bwahaha!"
"#02236","Hey there."
,"I saved all the fried chicken I could from my favorite restaurant before it closed."
,"This is my last drumstick... I'm not giving it up for anyone!"
"#02237","Heheheheh... Well, whad'ya know?"
,"Never thought you'd make it this far. You're stronger than I thought, I'll give you that."
,"But now that I'm here, all that's about to end. You have no idea who you're dealing with."
,"I've been taking night classes so I could learn how to beat you. Time for the final exam!"
"#02238","What?! Our funds have dipped into the negative..."
,"I can help you out with my personal savings. Just don't waste them."
,"This is our last resort, so use these funds wisely!"
,"You can get more money by selling items to stores or using items on facilities to boost sales."
"#02239","The quest has been canceled."
,"Why not train some adventurers and try again later?"
,"To strengthen adventurers, try holding <pic=raup2>events or <pic=indicate0>giving them new equipment."
"#02240","At the moment, there are <1> shops in <0>."
,"The more stores you have, the more <pic=raup0>popular we'll become."
,"You might want to build a couple more to help the town along."
"#02241","Your funds are in the negative..."
,"At times like this, try selling items you're not using for some quick cash."
"#02242","Heh. It's been a long time."
,"Our family has used those bitter experiences to start a new life!"
,"We've been eating protein pudding every day to help strengthen our bodies!"
,"We're much stronger than before, make no mistake!"
,"We'll beat you this time for sure!"
"#02243","We've been working hard to improve ourselves..."
,"But I think we have reached our limit."
,"Still, we'll keep fighting!"
,"As long as our family, and Kairosoft, remains."
"#02244","Ah, I've been waiting for this moment."
,"There's strength in numbers. We're going to win this time!"
"#02245","Oh boy!"
,"I have a feeling there'll be lots of treasure in this dungeon!"
,"This is gonna be so much fun!"
"#02246","Whoa... Check this out!"
,"I've never seen so much treasure."
,"I thought about sleeping through this one, but I'm glad I came!"
"#02247","Wow!"
,"Looks like this dungeon's crawling with monsters..."
,"We might need reinforcements to help us out with this one."
"#02248","Yikes! This dungeon is filled to the brim with monsters..."
,"But that must mean they're guarding some amazing treasure!"
,"We're on fire now!"
"#02249","Let's keep going until we've cleared one of each Dungeon Exploration quests!"
"#02250","You don't have any adventurers who can join this quest."
"#02251","A new Town Guide contest started."
"#02252","Let's head on over to the judging panel and find out more!"
"#02253","Curses!"
,"I'll be back!"
"#02254","Not again..."
,"I'll remember this!"
"#02255","No way!"
,"I'll get you next time!"
"#02256","Okay, okay, you win...!"
"#02257","Time for a strategic retreat..."
"#02258","Whoa, you're stronger than I thought!"
"#02259","Select a partner monster to take with you."
"#02260","Congratulations! You can now recruit partner monsters."
"#02261","Be sure to give them a cool name!"
"#02262","Signed up for the <0>."
"#02263","Now, we wait. The judging will take place in a month's time."
"#02264","The results of the <0> contest are in. Let's head on over to the judging panel and find out how we did!"
"#02265","Pretty nice town you have here. I can't wait to find out more about it."
"#02266","One of the judges from the Town Guide is visiting. I wonder what they'll think of our facilities?"
"#02267","Hello! Thanks for your help the other day."
,"I work for the Town Guide. We investigate and review every town in the kingdom."
"#02268","You should think about entering one of our contests sometime."
"#02269","Ooh, a contest. Sounds like fun. Let's give it a try!"
"#02270","Select ""Manage"" and then ""Town Contests"" from the menu to get started."
"#02271","From this screen, you can view information on your partner monsters."
"#02272","You can raise their <pic=fri0>Friendship level by giving them snacks."
"#02273","<0> doesn't have a human partner yet."
"#02274","Assign them to one of your adventurers so they can fight together!"
"#02275","This is one of my hometown's local delicacies. I want you to have it."
"#02276","Hello, good to see you again."
,"<0> seems like a pretty fun place. Maybe I'll drop by again sometime."
"#02277","<0> is heading home."
,"If you raise their <pic=moti0>Satisfaction level some more, they might want to stay here permanently."
,"If you find someone you want to keep around, you should <pic=indicate0>gift them items or equipment."
,"Here, try it with this! I found it in a box in the attic."
"#02278","Select ""Adventure"" and then ""Gifts"" from the menu to get started."
"#02279","Hello there."
,"Thanks to your efforts in revitalizing <0>, we're one step closer to a peaceful kingdom."
,"If you want, you can even branch out into a new region."
"#02280","I'll bet you could build a new town every bit as good as <0>."
"#02281","Why not give it a try and explore the Forest Map?"
"#02282","Why not give it a try and explore the Tropics Map?"
"#02283","Why not give it a try and explore the Arctic Map?"
"#02284","Why not give it a try and explore the Magic Map?"
"#02285","Why not give it a try and explore the Eastern Map?"
"#02286","Why not give it a try and explore the Underworld Map?"
"#02287","To move to a different region, select ""Info"" and then ""World Map"" from the menu."
"#02288","Hello there!"
,"Thanks to <0>, this area's a safer place to live. It really puts my mind at ease."
"#02289","Why not take a look at a different map and explore a new region?"
"#02290","No participants."
"#02291","Choose adventurers to explore this map."
"#02292","We've arrived in our new region!"
"#02293","It's time to found a new town! First, we have to give it a name."
"#02294","This is going to be a fresh start for us all!"
"#02295","Choose the adventurers you want to take to <0>."
"#02296","We've arrived at <0>."
"#02297","You'll start managing the town again from here. Do you want to change its name?"
"#02298","Okay, let's get out there and work hard!"
"#02299","Hello there!"
,"I heard <0> is a town that really stands out from the crowd."
"#02300","I think I'll be stopping by from time to time. See you around!"
"#02301","Congratulations! Here is your prize."
"#02302","You've already entered the <0> contest."
"#02303","You passed <0> with flying colors!"
"#02304","Too bad..."
"#02305","Aw, man!"
"#02306","I understand..."
"#02307","Partnership dissolved."
"#02308","Hi, good to see you!"
,"I'm the editor of the Town Guide, a guidebook that covers all the best towns in the kingdom."
,"I came by to see if <0> has what it takes to be featured."
"#02309","It's always exciting discovering a new town. I can't wait to find out what kind of place this is."
"#02310","Hello there!"
,"I've come to see what kind of town <0> is shaping up to be."
"#02311","I'm looking forward to seeing how you've changed in the past year."
"#02312","The results are in. My rating for <0> is ""<1>!"""
"#02313","You don't see <0> like this very often. Their <1> is worth checking out, too!"
"#02314","The <0> here is great. Check out the local <1>, too!"
"#02315","I liked the local <0>. You should check out their <1> as well!"
"#02316","This town is famous for its <0>. Don't miss the local <1>, either!"
"#02317","Keep up the good work."
"#02318","I think this title is perfect for <0>."
"#02319","Congratulations!"
"#02320","Titles are awarded based on things like your facilities, adventurer jobs, and the events you hold."
,"Earning rare titles will also help increase your town's Popularity."
"#02321","Do your best to create a town with lots of unique traits!"
"#02322","Rare titles can help your town get a better rating."
"#02323","Work hard and make this a town with a ton of unique features!"
"#02324","Congratulations, <0>!"
"#02325","By the way..."
"#02326","Rumor has it surrounding towns have been taking an interest in the <1> scene."
"#02327","If you play your cards right, maybe you can attract <1> to come visit."
"#02328","To check the conditions for people living in the area to visit your town, select ""Info"" and ""World Map"" from the menu."
"#02329","H-Hello?"
"#02330","Do you have a minute?"
"#02331","You sure are strong!"
"#02332","You're not bad at all."
"#02333","There's a monster who wants to join us!"
"#02334","Thanks!"
"#02335","I'll work hard!"
"#02336","You won't regret it."
"#02337","I'll do my best!"
"#02338","Haha, good one."
"#02339","What did you say?"
"#02340","What?!"
"#02341","Guess I'll head back to the wild, then."
,"Adios!"
"#02342","Aww, okay..."
,"Guess this is as far as we go. See ya."
"#02343","Nothing lasts forever."
,"Farewell, until we meet again."
"#02344","<0> returned to the wild."
"#02345","There's a monster who wants to join us...except the <pic=t_ca0>Monster Farm is full."
,"Partner monsters can't join adventurers on quests unless there's space for them on the farm."
,"Let's build an extra <pic=t_ca0> Monster farm to make room!"
"#02346","You can now cultivate a new type of farmland!"
"#02347","Adventurers will help out on the <pic=t_ca0>farm when they have time."
,"I can't wait to see what they grow!"
"#02348","You don't have any<br><0>."
"#02349","You don't have enough <pic=tpoint1>Diamond Points."
"#02350","The Town Guide runs contests based around different themes."
,"If you want to get the judges' approval, you'll need to increase your town's Trait Points."
"#02351","Let's build up those points and storm through this contest!"
"#02352","<0> has attracted a new adventurer!"
,"Let's keep up the good work and increase our <pic=raup0> Popularity even more!"
"#02353","Nice! The plans for the new facility we ordered have arrived."
"#02354","Why don't we get the ball rolling and build it right away?"
"#02355","Our new <0> is now officially open!"
"#02356","I think somewhere with a lot of <pic=t_ca4>greenery would be a good place to put it."
"#02357","<pic=t_ca4>Natural surroundings will help boost a facility's <pic=shop00_0>price."
"#02358","There are some partner monsters roaming around with nothing to do."
"#02359","Let's build a new <0> for them!"
"#02360","Sometimes when you take a mage on a monster slaying quest, monsters will become tame and join you."
"#02361","Be sure to take a mage with you when you're on the lookout for new partner monsters!"
"#02362","You must master <1> before you can change to the <0> job."
"#02363","<0> successfully built!"
"#02364","Eureka! I have an idea for a new event."
"#02365","You can't let any more adventurers go."
"#02366","Hi! I've heard a lot of good stuff about <0>, so I decided to visit."
,"It's always been my dream to live in peace with the monsters. Maybe I can finally make that a reality here."
,"I'll see you around. Wish me luck!"
"#02367","Oh, and this is my partner, <0>."
"#02368","Let's build a <pic=t_ca0>Monster Farm to take care of our partner monsters!"
"#02369","The <pic=t_ca0>Monster Farm is complete. Nice work!"
,"The <pic=t_ca0>farm can hold up to five monsters that haven't been assigned a human partner yet."
,"You can assign a partner monster by going to ""Adventure"" in the main menu and selecting ""Monsters."""
"#02370","<0> doesn't have enough Trait Points."
"#02371","Use the ""Check"" option to see which areas need working on."
"#02372","Giving weapons to a <0> won't do any good. These adventurers fight bare-handed!"
"#02373","Now that you're done with <0>, we'll calculate your final score!"
"#02374","You can now rearrange your facilities! Try to make the scenery look nice for everyone."
"#02375","Use the Magic Cauldron to create new items!"
"#02376","You can built different types of <pic=t_ca6>adventurer houses. Choose one and let's get started!"
"#02377","Choose an <pic=t_ca6>adventurer house to build."
"#02378","You cannot recruit any more partner monsters."
"#02379","You can make room by releasing old ones. Just go to ""Adventure"" from the main menu and select ""Monsters."""
"#02380","=#02013"
"#02381","Oh, by the way..."
,"You can take on up to two <pic=q2_0>Monster Slaying quests at once."
"#02382","Be sure to send out adventurers that aren't doing anything!"
"#02383","Congratulations! At this rate, the town is going to grow into something really special!"
"#02384","People are starting to talk about <0>'s worse traits..."
"#02385","We'd better nip this in the bud before our reputation suffers any more!"
"#02386","Nice. <0>'s starting to attract more visitors."
"#02387","Here's a little something to celebrate. Keep up the good work!"
"#02388","One, two... One, two... Oh, hi there."
,"I was out on my morning jog when I spotted your amazing town!"
,"Kinda inconvenient to find all these houses blocking my optimal route, though. I'm gonna make you pay for this!"
"#02389","Hello."
,"I heard a nifty new town had been built around here..."
,"I guess this is it, huh? Okay, let's see what you got!"
"#02390","Whoopsie!"
,"Sorry, my thrusters malfunctioned, so I had to make an emergency landing. Eheheh..."
,"I need to work out my frustration somehow, though... How about a battle?"
"#02391","Hello."
,"My shoulders are aching... I think I've been slouching over my desk a little too much."
,"I could use a nice, physical workout to loosen myself up. Let's do this!"
"#02392","Ohoho. Hello there."
,"So you're the upstart little town that's been giving monsters so much trouble?"
,"I'll burn you up like a summer bonfire!"
"#02393","Hello."
,"I got separated from my friends a while back."
,"I'd really like to have a cool story to tell when I find them, so I'm gonna beat you up!"
"#02394","Why, hello there."
,"My friends told me this was a cool town to come visit, but..."
,"No, no, no! This isn't what I expected at all! We'll have to tear the whole place down and start again!"
"#02395","Bzzzt!"
,"I'm in condition today. My energy levels are through the roof!"
,"Oh, are you one of my fans? Do you want my autograph?"
"#02396","Good to meet you. I just moved here."
,"So, hey... Isn't there anywhere around here I can get a bite to eat?"
,"Eh, maybe I'll just chomp down on this little town instead!"
"#02397","Hi there, can I interest you in a new comforter?"
,"They're stuffed with my own feather down. Just 1,000,000G each!"
,"What do you mean, no?! Don't you know a good deal when you see it? I'm gonna have to beat some sense into you!"
"#02398","Clank, clank."
,"I detect I have decreased in mass considerably. I went too far with my diet..."
,"I will now proceed to demolish all in my path until my hunger is sated!"
"#02399","Hi, nice to meet you."
,"I'm on the lookout for new food sources. My family's going hungry back home."
,"Hey, you humans smell pretty tasty... Sorry, I have a feeling I might lose control around you...!"
"#02400","Hello."
,"Listen up - the sky belongs to me! I won't stand for any mere humans threatening my dominion."
,"Prepare for a world of hurt!"
"#02401","Hrr... Hello!"
,"My throat has been killing me lately. I can't remember the last time I got through a whole song."
,"A good battle should help me get my breathing under control. What do you say?"
"#02402","Hello there!"
,"My mecha-brain's calculations indicate destroying your town will help my career immensely."
,"I appreciate the sacrifice you're about to make. I'll try to make this quick."
"#02403","Hello. Nice to meet you."
,"I was sooo bored today, so I thought it might be fun to go explore somewhere new."
,"Now how about a battle to round off the day? C'mon, show me what you got!"
"#02404","Assign this monster to one of your adventurers."
"#02405","You haven't mastered any jobs yet."
"#02406","Congratulations!"
,"<0> can now ride <1>, owing to their high <pic=fri0>Friendship level!"
"#02407","Riding a monster greatly boosts an adventurer's Attack Power."
,"Try giving snacks to your other partner monsters to help raise their <pic=fri0>Friendship levels, too!"
"#02408","This field will now grow <0>!"
"#02409","Choose a crop to grow."
"#02410","Thank you!"
"#02411","One of our adventurers doesn't have a house. Better assign one to them!"
"#02412","I have some news."
